Unnamed: 0,ID,prompt,response,label
5497.0,606a2bc0f984e976d7bf083f,reduce the amount of litter in public spaces and promote waste reduction and recycling.,machinery that offers goods in exchange for waste,0
7634.0,60b660e5a08b0a3b2d0abbb7,reduce the risk of accidents caused by distracted driving.,self driving car,0
1253.0,6110c3b51c8b97bc69979282,help people with hearing impairments participate in group conversations.,Sign language interpreters,0
5081.0,60f1bbd624d5451a443130da,reduce air pollution in cities.,More bins in the cities,0
8192.0,60f6dfd0eebee4d2c03a1468,reduce traffic congestion in mega cities.,more efficient public transportation,0
6495.0,600313fd4a113e381296a3db,reduce the carbon footprint of office buildings.,"Optimize the equipment that people use, changing it for others with better energy consumption.",0
7697.0,61356377bda43b654ccd65ca,reduce the risk of accidents caused by distracted driving.,alert sounds,0
4217.0,5d21f63e4c6155001b9199e1,increase the use of renewable energy sources.,offer incentives for electrical vehicles and install multiple charging stations,0
5271.0,643600c7306e9c1f4a7fb1f5,reduce air pollution in cities.,Limit backyards fire in the city. .,0
5256.0,63d1b0363f9bd5a6062dfb1c,reduce air pollution in cities.,Encouraging the use of bicycles,0
1537.0,5edf844ec97eaa241a0b287a,help people with mobility impairments navigate stairs.,Make a emergency bell to call civil service,0
4396.0,600d14cfdc7ef74ca39fd9ed,increase the use of renewable energy sources.,Renewable energy source can be obtain by developing an AI device collected from the weather or sun to retrieve the power to reuse and renew the sun's' energy,0
6319.0,5d18b15ca802940001527577,reduce the carbon footprint of office buildings.,filters placed on top of chimney's if there are any,0
5727.0,632a385defc440ca225a32b4,reduce the amount of litter in public spaces and promote waste reduction and recycling.,"Install reverse vending machines in public spaces where individuals can deposit empty bottles or cans in exchange for rewards or incentives, such as discounts, coupons, or loyalty points. This incentivizes recycling and provides a convenient way to dispose of recyclable materials.",0
4191.0,5b117f18c61ce0000126305a,increase the use of renewable energy sources.,Land for renewable energy,0
5147.0,61143239ca74fd7541bd8399,reduce air pollution in cities.,walk or maybe cycling,0
4255.0,5e4f1498f5442136deff0d6e,increase the use of renewable energy sources.,decrease the amount of power lobbying has in the fossil fuel industry and increase regulations by the EPA and other federal agencies,0
1199.0,60714f2303840056e3d49da2,help people with hearing impairments participate in group conversations.,voice dictation app,0
5810.0,58d3bc1642648b0001f21ca4,reduce the amount of single-use plastic packaging used in retail products.,biodegradable packing,0
1766.0,613e5d10e2da9a48910970ce,help people with mobility impairments navigate stairs.,an elevator,0
3351.0,6151ce5b51a0212e30802746,improve the efficiency of public transportation systems.,Cars that have the best technology,0
4195.0,5b2aac848580750001aa0b64,increase the use of renewable energy sources.,"Create a battery and solar panel product that are 'plug and play', for a reasonable price",0
6108.0,610047b6625158629496c7cd,reduce the amount of single-use plastic packaging used in retail products.,encourage plastic recycling,0
1954.0,647745ea1c004c520ea42e7f,help people with mobility impairments navigate stairs.,wheels that comes in contact with stairs - changes shape to triangle or square to allow the lift of a wheel chair on stairs,0
3376.0,616012bc7d5c768aa982b08d,improve the efficiency of public transportation systems.,the use of bicycles to minimize traffic,0
3325.0,613a9da3c77e45388ba8a4c6,improve the efficiency of public transportation systems.,"new software for the user , with routes, schedules, and alternatives",0
4888.0,5f27cadd2947300008515f3f,reduce air pollution in cities.,Vehicle free zone,0
7783.0,6285918873f1ff83c2bfa809,reduce the risk of accidents caused by distracted driving.,"Vehicle scan for recurring patterns on the road beneath the vehicle, notify the driver when the pattern changes.",0
1137.0,5f96a59a6f07fc0104cc14c7,help people with hearing impairments participate in group conversations.,move always to a quieter area to discuss,0
2160.0,608bbdf084f82ffc3da1381d,help people with speech impairments communicate effectively.,text to speech wearable device,0
5503.0,607333f06524baf7ddfaae2e,reduce the amount of litter in public spaces and promote waste reduction and recycling.,bins,0
7706.0,613a5a785f9cc6cb102fcc00,reduce the risk of accidents caused by distracted driving.,automated driving,0
7849.0,645399862870885f462d4aff,reduce the risk of accidents caused by distracted driving.,Motion sensor for head tilting,0
5168.0,6139e132a5a68081cf1a1314,reduce air pollution in cities.,use of public transport,0
5288.0,6466713f69508331b82d5040,reduce air pollution in cities.,sound proof cars,0
3159.0,60149ad4dc001b4d6d233fbc,improve the efficiency of public transportation systems.,Lightweight hulls,0
6100.0,60f1bbd624d5451a443130da,reduce the amount of single-use plastic packaging used in retail products.,Completely stop with the use of plastic packaging,0
7073.0,5ff98b3347929427fc2009a3,reduce the environmental impact of air travel.,More efficient Jet Engine design,0
5754.0,63f030e4617ebd1995cef566,reduce the amount of litter in public spaces and promote waste reduction and recycling.,Interactive recycling games: Install interactive recycling games near recycling stations in public spaces. These games engage and educate users about recycling while incentivizing participation and reducing littering.,0
1967.0,649db080a1d4b4abed660dcf,help people with mobility impairments navigate stairs.,improvements in exoskeleton technologies,0
5998.0,600c3f7abeaa410d36681bb6,reduce the amount of single-use plastic packaging used in retail products.,Glass containers,0
7215.0,61204c75c375ab1d4b1badd5,reduce the environmental impact of air travel.,use new technologies to develop more fuel efficient engines,0
2224.0,60edb444be180364c4e0f330,help people with speech impairments communicate effectively.,Develop better impairments,0
7202.0,61179892ed24c4754521c75a,reduce the environmental impact of air travel.,ecological fuels,0
5724.0,632a385defc440ca225a32b4,reduce the amount of litter in public spaces and promote waste reduction and recycling.,"Implement smart waste bins equipped with sensors that detect when the bin is full, leading to timely emptying and reducing overflow. Additionally, integrate separate compartments for recyclables and general waste to encourage proper waste segregation.",0
3079.0,5f8310cc97a96f4484b0dbdc,improve the efficiency of public transportation systems.,more maintenance,0
2258.0,6110c3b51c8b97bc69979282,help people with speech impairments communicate effectively.,Online speech therapy,0
6532.0,6022b7a6e8183d04bb67b6e6,reduce the carbon footprint of office buildings.,use smart appliances (IoT),0
7694.0,611e53d0d2e7525b1cd1fe7d,reduce the risk of accidents caused by distracted driving.,Compatible features in the vehicles to avoid the driver from being distracted,0
1402.0,64135755ad65fa6bef448a75,help people with hearing impairments participate in group conversations.,sound amplification device in hearing aid that maximises the sound of the voices,0
6221.0,61648e4f0d2212047ab36b27,reduce the amount of single-use plastic packaging used in retail products.,Package products with bio friendly material,0
5569.0,60ddfb3db6a71ad9ba75e387,reduce the amount of litter in public spaces and promote waste reduction and recycling.,more education,0
4669.0,63d445f526ffaf8ec7fdf0ba,increase the use of renewable energy sources.,PV module,0
1146.0,5fbff63f87a5fa3d602bab58,help people with hearing impairments participate in group conversations.,using a tablet to write down what people says,0
4980.0,602bef6c90ccb240d325457d,reduce air pollution in cities.,"introduce more low emission zones, which make it harder for higher polluting vehicles to travel about",0
1816.0,61671c6dc5d5587bdaf08989,help people with mobility impairments navigate stairs.,curved  staircases,0
5454.0,5f43e46ac4c51868e8fc882a,reduce the amount of litter in public spaces and promote waste reduction and recycling.,Advertising campaigns can be used to promote recycling and waste reduction.,0
8209.0,61002797c88b130847801fe9,reduce traffic congestion in mega cities.,"A traffic app that would require people to have their location on, then based on the data, that is input to the app; how many cars are at a certain road, the app could suggest alternative routes to passengers before the main road (very rough idea, not sure if it is actually something that could help a lot of cities, but some cities for sure have different routes and this could help fill them up equally)",0
7200.0,61098363298108ee13a5a0df,reduce the environmental impact of air travel.,use more green energy,0
7326.0,63268e60fbfb9c73671faa37,reduce the environmental impact of air travel.,"limit the menus of the plane, and standardize it",0
4743.0,5ab65c67f69e940001d8e06c,reduce air pollution in cities.,"make cycling more easy - safer routes, cheaper equipment",0
8057.0,60149ad4dc001b4d6d233fbc,reduce traffic congestion in mega cities.,Motorbikes,0
7345.0,63d445f526ffaf8ec7fdf0ba,reduce the environmental impact of air travel.,walking,0
5797.0,649db080a1d4b4abed660dcf,reduce the amount of litter in public spaces and promote waste reduction and recycling.,expiration dates in the food management,0
6317.0,5c9224a950067a00161b910c,reduce the carbon footprint of office buildings.,deploy blinds,0
4831.0,5e97319f86d5211e50b9fe92,reduce air pollution in cities.,"use bicycle, or walk",0
1388.0,63cdf894c118ad4f84489c1a,help people with hearing impairments participate in group conversations.,sign language intepretators,0
5890.0,5e83a45efb06b00e7bacdcd4,reduce the amount of single-use plastic packaging used in retail products.,Medium to higher quantity packaging,0
4389.0,5ffc62ed67408f069d1cc409,increase the use of renewable energy sources.,GReen energy,0
5075.0,60f1bbd624d5451a443130da,reduce air pollution in cities.,Gorilla gardening,0
7635.0,60b660e5a08b0a3b2d0abbb7,reduce the risk of accidents caused by distracted driving.,"add more safety features in the car, in case of the accident",0
429.0,62abb1afcd1bb1a819c90a0c,assist people with learning impairments retain information.,"Provision of adequate, passionate and qualified tutors",0
2321.0,61648e4f0d2212047ab36b27,help people with speech impairments communicate effectively.,Build devices that will be placed at the voice box to help users with speech impairments,0
7699.0,61356377bda43b654ccd65ca,reduce the risk of accidents caused by distracted driving.,announcements in car speakers,0
5540.0,60bcc3fb31c7cbb2f165ca2a,reduce the amount of litter in public spaces and promote waste reduction and recycling.,greater punishments for littering,0
4920.0,5f773f5c429e260d39fa39e8,reduce air pollution in cities.,electric cars,0
2265.0,611e3d422e558c52f90295fd,help people with speech impairments communicate effectively.,"talking aid, that will transfer clear distorted speech",0
496.0,643ab8fb9a0a6c33ca173742,assist people with learning impairments retain information.,use more objects related items to teach them,0
7213.0,61204c75c375ab1d4b1badd5,reduce the environmental impact of air travel.,change the fuel used on airplanes,0
4971.0,6022b7a6e8183d04bb67b6e6,reduce air pollution in cities.,remove vehicles using ICE,0
7216.0,61204c75c375ab1d4b1badd5,reduce the environmental impact of air travel.,collect emissions from the engines,0
7658.0,60e05329f75eba8c8d8cfe90,reduce the risk of accidents caused by distracted driving.,more fines,0
2085.0,5f417faa35eb0a31e9dad9da,help people with speech impairments communicate effectively.,Listening to music whilst delivering a speech,0
5079.0,60f1bbd624d5451a443130da,reduce air pollution in cities.,Pedestrianisation,0
5486.0,60086b4462ad4f4833007012,reduce the amount of litter in public spaces and promote waste reduction and recycling.,trash cans that are fun to use with advertisements,0
4219.0,5d21f63e4c6155001b9199e1,increase the use of renewable energy sources.,invest in smart grid technologies,0
3186.0,603e567b95a5a0e18572a409,improve the efficiency of public transportation systems.,Smaller buses with fewer bus stops,0
5845.0,5cc555d346fb4500171c0a9e,reduce the amount of single-use plastic packaging used in retail products.,Offer discounts if the client uses his  reusable packaging,0
6961.0,5ecd140ebd14f60292e6e618,reduce the environmental impact of air travel.,Jet engine recycling heat to increase efficiency,0
1760.0,613a9da3c77e45388ba8a4c6,help people with mobility impairments navigate stairs.,bionic legs,0
7444.0,5e8f9afd4885632a140ed4e5,reduce the risk of accidents caused by distracted driving.,unbreakable glasses,0
5111.0,60fff1bb5655b461b15f8a8c,reduce air pollution in cities.,turn off engine,0
7892.0,58d3bc1642648b0001f21ca4,reduce traffic congestion in mega cities.,bus lanes,0
1647.0,603985a82eb19546d480c77f,help people with mobility impairments navigate stairs.,Lift,0
5375.0,5de6a44e676a6d6145017e02,reduce the amount of litter in public spaces and promote waste reduction and recycling.,street cleaning robots detecting common trash like cigarettes and cans/bottles,0
5935.0,5f118266664be0542cec4c05,reduce the amount of single-use plastic packaging used in retail products.,make it so that people buy more organic fruit so that there is less plastic packaging,0
6121.0,6103111c9497e2cabb379cbe,reduce the amount of single-use plastic packaging used in retail products.,Replacing with foam,0
5770.0,64158c2ec7bd8d6514c68aa5,reduce the amount of litter in public spaces and promote waste reduction and recycling.,Teach people how to reuse materials for other purposes,0
5161.0,6134d182408816f4c1284496,reduce air pollution in cities.,"Recycle, Have people that enforce the cleanliness of cities by making sure that people do not just drop their waste anywhere. Use the waste as biomass.",0
5515.0,608bbdf084f82ffc3da1381d,reduce the amount of litter in public spaces and promote waste reduction and recycling.,robots that collects trash in public spaces,0
2368.0,6418032389d2410a211048aa,help people with speech impairments communicate effectively.,devices of visual images tomaid communication,0
4322.0,5f3b1f2078bf3c22f24a262c,increase the use of renewable energy sources.,using the waves of the sea,0
5739.0,637cef64a7b9fcc38ac1425c,reduce the amount of litter in public spaces and promote waste reduction and recycling.,Upcycled Art Installation,0
5742.0,63b7566ea98814782bc51d9b,reduce the amount of litter in public spaces and promote waste reduction and recycling.,"Introduce incentives such as discounts or rewards for individuals who actively participate in recycling programs or adopt waste reduction practices, motivating behavior change and promoting a cleaner environment.",0
404.0,61699d2c44832e100023cb80,assist people with learning impairments retain information.,make sure that instructions are as clear as possible,0
6091.0,60ed8268abc6a576ff4f9318,reduce the amount of single-use plastic packaging used in retail products.,encouraging people to bring their own recyclable shopping bags,0
7396.0,5bab18f9c4d93b0001bed73a,reduce the risk of accidents caused by distracted driving.,better denotation and isolation of roads and highways,0
6363.0,5e2a43116a126f0a33059175,reduce the carbon footprint of office buildings.,Reduce lighting in the building and increase the number of windows,0
4518.0,61179892ed24c4754521c75a,increase the use of renewable energy sources.,Solar panels on shades,0
2272.0,6139e132a5a68081cf1a1314,help people with speech impairments communicate effectively.,sign language to speech device.,0
3023.0,5ec5a55832a7515e8324a8a8,improve the efficiency of public transportation systems.,Design specific lanes to create incentives,0
6359.0,5e2761b3ce16da9982f88406,reduce the carbon footprint of office buildings.,emails and acknowledgements sent to employees for reminders of tips to reduce carbon footprint,0
5098.0,60fd0961e13d31d817638b25,reduce air pollution in cities.,Implementing more green energy,0
7563.0,60086b4462ad4f4833007012,reduce the risk of accidents caused by distracted driving.,lane assist,0
7332.0,63278e400fc38dc093a85c38,reduce the environmental impact of air travel.,Aerohydrodynamics,0
6863.0,5c097d961907db0001601f67,reduce the environmental impact of air travel.,design new methods of the engine - zero carbon fuels,0
7406.0,5c7ceb3a419b560001020f61,reduce the risk of accidents caused by distracted driving.,Enforce cars with more handsfree features,0
7968.0,5eb7bf1bb08c866e4d7b908c,reduce traffic congestion in mega cities.,Scatter the working day so people start and finish at different times,0
7582.0,601574b93eee9a631a2c0ef6,reduce the risk of accidents caused by distracted driving.,teach in all schools serious consequences by distractions behind the wheel,0
5964.0,5f6b02919fbd7a1e4cd2aef9,reduce the amount of single-use plastic packaging used in retail products.,cupon if people bring a x number of bags back to the store,0
5423.0,5ea9ac27abf6101099ff0360,reduce the amount of litter in public spaces and promote waste reduction and recycling.,Having a sign next to bins informing and teaching people about recycling,0
4561.0,613a8378db0ae11b02001c49,increase the use of renewable energy sources.,energy,0
6298.0,5b2aac848580750001aa0b64,reduce the carbon footprint of office buildings.,"Utilise the natural winds breezing across buildings, channel into a heating system where the wind is used to cool the building",0
1076.0,5e820b70239c3490a5e6015f,help people with hearing impairments participate in group conversations.,do not shout,0
8155.0,60ddfb3db6a71ad9ba75e387,reduce traffic congestion in mega cities.,use of bicycles,0
1054.0,5ddc44c3cf08aaba9231385d,help people with hearing impairments participate in group conversations.,Speech to text tablet,0
4498.0,6105c73d64638ce8fe85b829,increase the use of renewable energy sources.,give some kind of financial support to families so they can be able to afford the installation of solar panels,0
5946.0,5f2d69e6bbc85f01298fbcb0,reduce the amount of single-use plastic packaging used in retail products.,Use paper bags,0
1184.0,6022b7a6e8183d04bb67b6e6,help people with hearing impairments participate in group conversations.,an app on the phone to transcribe conversation,0
2374.0,643ab9200b81b8a5313adf17,help people with speech impairments communicate effectively.,"Multilingual Communication Tools: Develop communication tools that support multiple languages, ensuring individuals with speech impairments can effectively communicate in their native language or in foreign environments.",0
235.0,60e9ea97d19e613e60a994da,reduce the environmental impact of air travel.,ban high emission cars,1
5251.0,6346d43493a4f14e735bc630,reduce air pollution in cities.,laws against deforestation,0
6452.0,5f30384a1c8a690e3a1f44df,reduce the carbon footprint of office buildings.,Energy saving light bulbs,0
5916.0,5eb5ce6748ae444bba8cd0cf,reduce the amount of single-use plastic packaging used in retail products.,Make bio-degradable plastic packaging,0
8467.0,648f01c58064d7ef52b6922a,reduce traffic congestion in mega cities.,Only allow certain cars to drive on days of the week based on license plate numbers,0
7550.0,5ff98c476483da2858c6b1d9,reduce the risk of accidents caused by distracted driving.,have signs on the road every few kms to alert drivers to pay attention,0
4913.0,5f503987fc18901a2c94c407,reduce air pollution in cities.,Reducing the use of cars,0
1841.0,62c61250e85c96fc1794c7db,help people with mobility impairments navigate stairs.,Seats,0
2369.0,6418032389d2410a211048aa,help people with speech impairments communicate effectively.,assistive listening devices,0
4282.0,5ec0ba5fe70ab737cc37559c,increase the use of renewable energy sources.,Investment and development,0
8416.0,63654eb1267acd98fe596858,reduce traffic congestion in mega cities.,cheap methods,0
1150.0,5fc3ce366a0a553fcaf30cd9,help people with hearing impairments participate in group conversations.,voice to note,0
4305.0,5f0f433757b4760d3f185e97,increase the use of renewable energy sources.,"Rewards associated with implementation, such as money or tax credits",0
7183.0,60f804ea7aac710617ddba84,reduce the environmental impact of air travel.,try to decrease amount of flights per day,0
6022.0,60656a924c99543d12555b86,reduce the amount of single-use plastic packaging used in retail products.,plastics can be scraped out as packaging material,0
2107.0,5fd410790e3b0716869c801e,help people with speech impairments communicate effectively.,text to voice speech,0
5945.0,5f2d69e6bbc85f01298fbcb0,reduce the amount of single-use plastic packaging used in retail products.,Re-use packs,0
5824.0,5c097d961907db0001601f67,reduce the amount of single-use plastic packaging used in retail products.,recommend that reutilisation of packagings,0
5121.0,6103111c9497e2cabb379cbe,reduce air pollution in cities.,Energy efficient cars,0
4265.0,5e792d23c826500d4c0ccec0,increase the use of renewable energy sources.,New raw materials,0
381.0,61542ec84ead503ad7a94e3e,assist people with learning impairments retain information.,Introducing the usage of chips that are installed in the brain to enhance memory,0
6895.0,5d66ecfce58a9100182cc96c,reduce the environmental impact of air travel.,make more efficient fueling so you carry less and thus reduce the weight,0
8313.0,6143fce3f32125a7e2811fbd,reduce traffic congestion in mega cities.,Reduce the number of traffic lights on an avenue or put them every certain distance,0
7780.0,616c5184f5f58cc79f9bcf9b,reduce the risk of accidents caused by distracted driving.,Create driver's education programs,0
365.0,614c80483d06dcf7ad552679,assist people with learning impairments retain information.,Develop auditory enhancements for students,0
5921.0,5ed7a7a467a98224295459ff,reduce the amount of single-use plastic packaging used in retail products.,Glass cups and recipients (pricier but way better),0
8084.0,606a2bc0f984e976d7bf083f,reduce traffic congestion in mega cities.,more avenues with trees to encourage walking,0
2305.0,615172c4fbb4722c8f004de7,help people with speech impairments communicate effectively.,Futuristic brain chip that reads out your thoughts,0
4663.0,63d445f526ffaf8ec7fdf0ba,increase the use of renewable energy sources.,balcony,0
174.0,63d445f526ffaf8ec7fdf0ba,increase the use of renewable energy sources.,walking,1
402.0,61671c6dc5d5587bdaf08989,assist people with learning impairments retain information.,give them braille notebooks so they can note down important thoughts,0
5688.0,6159fff6ba061b71305d3223,reduce the amount of litter in public spaces and promote waste reduction and recycling.,no throwing out the window,0
3043.0,5f0f433757b4760d3f185e97,improve the efficiency of public transportation systems.,Electric/hybrid,0
7766.0,615b7b729b57eb178dfc8427,reduce the risk of accidents caused by distracted driving.,attention checks,0
3113.0,5fc44d83862e3e79b02e0438,improve the efficiency of public transportation systems.,lower crime rate (to make people feel sife while on public transport),0
5114.0,60fff1bb5655b461b15f8a8c,reduce air pollution in cities.,design public gardens,0
5877.0,5e460227ac32e30e541f9789,reduce the amount of single-use plastic packaging used in retail products.,create warning messages in retail areas to remind customers about single-use plastic effects,0
4937.0,5fa3210b4af86b5dd1b57153,reduce air pollution in cities.,more environmental education,0
8109.0,60ab42d8e451fbfb54d57244,reduce traffic congestion in mega cities.,develop sinalization,0
5066.0,60edb444be180364c4e0f330,reduce air pollution in cities.,Turn to green energy,0
4451.0,60d1b1e976a73fee93ac0e57,increase the use of renewable energy sources.,Using sea motion/waves to generate power.,0
5926.0,5edf844ec97eaa241a0b287a,reduce the amount of single-use plastic packaging used in retail products.,Make recycle community.,0
7821.0,63d1b0363f9bd5a6062dfb1c,reduce the risk of accidents caused by distracted driving.,Advanced voice assistant,0
3519.0,648f01c58064d7ef52b6922a,improve the efficiency of public transportation systems.,Develop infrastructure in cities to allow for more accessible public transportation,0
5563.0,60cef9c83282a01ae76ff4c2,reduce the amount of litter in public spaces and promote waste reduction and recycling.,"bottle refill stations, that stimulate people reusing the same bottle more times",0
4421.0,606d4e6a90238128de804d67,increase the use of renewable energy sources.,government incentives,0
5318.0,56cb8858edf8da000b6df354,reduce the amount of litter in public spaces and promote waste reduction and recycling.,fines for littering,0
8190.0,60f5bcf96cd0848f008e3902,reduce traffic congestion in mega cities.,add a roundabout for traffic flow,0
2320.0,6160f5524121cc64e5734edc,help people with speech impairments communicate effectively.,perform surgeries on the people with the problem,0
5105.0,60fd6e6d7b35102b8ca961a5,reduce air pollution in cities.,Rerouting carbon emissions into the ground,0
1101.0,5ed41f324bb0172bad040a7f,help people with hearing impairments participate in group conversations.,Use a system that makes sound louder for all to hear,0
5119.0,61017941304cf7ac38c2e110,reduce air pollution in cities.,Deployment of anti-pollutants that can counteract the polluted air.,0
5329.0,5c416b55bc9c0c00014ed96e,reduce the amount of litter in public spaces and promote waste reduction and recycling.,urban interventions,0
1529.0,5ec077250df0b20e3192fcad,help people with mobility impairments navigate stairs.,An Exo-Eskeleton,0
7856.0,646678b318a5b18f7d815a52,reduce the risk of accidents caused by distracted driving.,repair bad roads,0
7070.0,5ff0c10d9bf07d463b719e0e,reduce the environmental impact of air travel.,less and more expensive flights,0
6505.0,60143223fd24823c7837f224,reduce the carbon footprint of office buildings.,use carbon absorbing materials in the office,0
5602.0,6110e27590848aeaee9fc49a,reduce the amount of litter in public spaces and promote waste reduction and recycling.,Incentive to disposing of garbage,0
5286.0,6466713f69508331b82d5040,reduce air pollution in cities.,noise reducer,0
3319.0,613a97be5f0bbb5760e71a2b,improve the efficiency of public transportation systems.,make the people feel that they don't need a car anymore,0
291.0,60fd6e6d7b35102b8ca961a5,assist people with learning impairments retain information.,Tablet app which generates visual aids from audio input,0
5701.0,61699d2c44832e100023cb80,reduce the amount of litter in public spaces and promote waste reduction and recycling.,use a lot of signs to condemn littering,0
6133.0,61179892ed24c4754521c75a,reduce the amount of single-use plastic packaging used in retail products.,don't use plastic for specific products,0
4390.0,5ffc62ed67408f069d1cc409,increase the use of renewable energy sources.,Renewable energy innovation competition,0
1138.0,5f96a59a6f07fc0104cc14c7,help people with hearing impairments participate in group conversations.,always talk one by one during the group conversation,0
8275.0,613a5a785f9cc6cb102fcc00,reduce traffic congestion in mega cities.,efficient metro route,0
4216.0,5d21f63e4c6155001b9199e1,increase the use of renewable energy sources.,develop green tariff programs,0
4225.0,5d4b1c73cfe6e90017ad8990,increase the use of renewable energy sources.,Encourage the adoption of electric vehicles by building more charging stations powered by renewable energy. It's a step towards cleaner transportation.,0
5438.0,5efb5159147ea4089af8685d,reduce the amount of litter in public spaces and promote waste reduction and recycling.,"Hollow statues (for example, giant fish made from nets or other recycled materials close to the beach) that the general public should fill up with products that can be recycled.",0
4189.0,5a147b657542890001aa7a8d,increase the use of renewable energy sources.,improve aesthetics,0
5239.0,6175344a14bb4601fc9a16a9,reduce air pollution in cities.,use 3d printing as an innivating way of building houses as it reduces labour and,0
2071.0,5f0f433757b4760d3f185e97,help people with speech impairments communicate effectively.,Voice recorder,0
1737.0,612d375853b726493028c8bc,help people with mobility impairments navigate stairs.,have wheelchair ramps next to every staircase,0
7931.0,5e2ef20b9e151c4b3e710fed,reduce traffic congestion in mega cities.,less traffic lights,0
6349.0,5e2191a2727e0446c780b2e3,reduce the carbon footprint of office buildings.,Green rooftops,0
4693.0,6400c176195e0363ae8f6e1f,increase the use of renewable energy sources.,green power energy,0
6084.0,60e81f55f82821a07f11d29f,reduce the amount of single-use plastic packaging used in retail products.,more locally sources food available,0
1308.0,615172c4fbb4722c8f004de7,help people with hearing impairments participate in group conversations.,Hearing aids,0
370.0,614e82d5717d691f24efffc0,assist people with learning impairments retain information.,Demonstrate as many as possible,0
2293.0,614368f935e65dafb1dbd6c1,help people with speech impairments communicate effectively.,Text to speech,0
2025.0,5d77bc0a4503c30001c724b8,help people with speech impairments communicate effectively.,Add public self service machines with touchscreens for accessing goods.,0
6284.0,649db080a1d4b4abed660dcf,reduce the amount of single-use plastic packaging used in retail products.,promotions related to recyclable packaging pru,0
6523.0,601c73af332e2d7ce9b9fe77,reduce the carbon footprint of office buildings.,daylight harvesting,0
1799.0,6159fff6ba061b71305d3223,help people with mobility impairments navigate stairs.,robot,0
3518.0,648f01c58064d7ef52b6922a,improve the efficiency of public transportation systems.,"Structure a time plan that allows bus stops to be synchronized with others, such that transfers between vehicles are easy and if missed, will not reduce late time significantly",0
8274.0,613a5a785f9cc6cb102fcc00,reduce traffic congestion in mega cities.,real time information about car accidents,0
7039.0,5f970a74069a250711aaa695,reduce the environmental impact of air travel.,Solar driven aircrafts,0
6568.0,60baef9aa0cb140b69d72f5a,reduce the carbon footprint of office buildings.,reduce the use of air-conditioners by employing window blinds,0
1934.0,63e60f40643623a5029f1e2b,help people with mobility impairments navigate stairs.,a design of modifying staircases to elevators,0
4845.0,5ec5a55832a7515e8324a8a8,reduce air pollution in cities.,Dedicate large public spaces to gardens and parks,0
3324.0,613a9da3c77e45388ba8a4c6,improve the efficiency of public transportation systems.,better software system for tracking routes,0
6295.0,5adf7fbc09eae200011305a5,reduce the carbon footprint of office buildings.,use of solar panels,0
8307.0,614368f935e65dafb1dbd6c1,reduce traffic congestion in mega cities.,Autonomous cars,0
7613.0,6081276cab2c41e58d3635f1,reduce the risk of accidents caused by distracted driving.,sensor for cars,0
6283.0,649db080a1d4b4abed660dcf,reduce the amount of single-use plastic packaging used in retail products.,"reward the use of recyclable materials (as in discounts, for example)",0
7969.0,5eb7bf1bb08c866e4d7b908c,reduce traffic congestion in mega cities.,Give more access to pleasant inner-city living so people don't feel the need to live outside the cities and commute,0
6949.0,5ebc00a629fee7040749a921,reduce the environmental impact of air travel.,impose a minimum number of passegeners required to,0
