Resp_ID,ID,Prompt,Response,na_count,facsco_grm,facsco_gpcm,Discrimination.x,rater1,rater2,rater3,rater4,rater5,rater6,rater7,rater8,rater9,rater10,rater11,rater12,rater13,rater14,rater15,rater16,rater17,rater18,rater19,rater20,rater21,rater22,rater23,rater24,rater25,rater26,rater27,rater28,rater29,rater30,rater31,rater32,rater33,rater34,rater35,rater36,rater37,rater38,rater39,rater40,rater41,rater42,rater43,rater44,rater45,rater46,rater47,rater48,rater49,rater50,rater51,rater52,rater53,rater54,rater55,rater56,rater57,rater58,rater59,rater60,rater61,rater62,rater63,rater64,rater65,rater66,rater67,rater68,rater69,rater70,rater71,rater72,rater73,rater74,rater75,rater76,rater77,rater78,rater79,rater80,rater81,rater82,rater83,rater84,rater85,rater86,rater87,rater88,rater89,rater90,rater91,rater92,rater93,rater94,rater95,rater96,rater97,rater98,rater99,rater100,Discrimination.y
5f64bdfa92434501c26dfca5_24,5f64bdfa92434501c26dfca5,The tall tree is...,the empire state,3,-0.214924249363656,-0.235369465218987,0.51788075879235,2.0,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.51788075879235
600c8adde1c58c000ba6eebb_26,600c8adde1c58c000ba6eebb,The tall tree is...,experience,4,,,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6011c91e496f2f16d61402e7_27,6011c91e496f2f16d61402e7,The tall tree is...,a towering giant,2,0.367650861842183,0.339290325994095,2.32606676567073,2.0,4.0,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.32606676567073
60365639219b964d424581d6_28,60365639219b964d424581d6,The tall tree is...,as tall mount everest,1,1.26382148193908,1.20426068389819,0.272010345456378,3.0,5.0,5.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.272010345456378
608981c1be83df6a5452398e_29,608981c1be83df6a5452398e,The tall tree is...,tall like his ancestors,2,0.661646623427206,0.642562288408038,0.341254619116054,3.0,,4.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.341254619116054
60940e7600124bd7a1cb35f8_30,60940e7600124bd7a1cb35f8,The tall tree is...,a giant,2,-1.3332789251017,-1.31736757650822,4.20750927733504,1.0,,4.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.20750927733504
60ac38ab2405314d4be6d529_31,60ac38ab2405314d4be6d529,The tall tree is...,as tall as a tree,2,-1.40424480196819,-1.3756585299178,0.51788075879235,1.0,,3.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.51788075879235
60d8f1c24c86aa4d0b23bf4e_32,60d8f1c24c86aa4d0b23bf4e,The tall tree is...,a skyscraper,2,-0.204150349598823,-0.208000107738935,2.32606676567073,2.0,,4.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.32606676567073
60ef047e8969715a3db7181a_33,60ef047e8969715a3db7181a,The tall tree is...,huge,2,-1.1517988644344,-1.11470991883402,0.272010345456378,1.0,1.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.272010345456378
60f84b82661faf6c4a0c56a5_34,60f84b82661faf6c4a0c56a5,The tall tree is...,a cat,3,0.616375925108627,0.598612524651838,0.341254619116054,,,4.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.341254619116054
60fcd6726ca7ec36ec497d21_35,60fcd6726ca7ec36ec497d21,The tall tree is...,like a beanstalk from the storybook,4,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60fdaef9697a239debe0fdc7_36,60fdaef9697a239debe0fdc7,The tall tree is...,tower,1,-1.46752406433527,-1.44058200731106,4.20750927733504,1.0,1.0,3.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.20750927733504
60ffae39406f5e4035c8dea0_37,60ffae39406f5e4035c8dea0,The tall tree is...,long,2,-1.1517988644344,-1.11470991883402,0.51788075879235,1.0,1.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.51788075879235
6100fd9153a73727cf2edda8_38,6100fd9153a73727cf2edda8,The tall tree is...,shadowy,3,-0.141746299303753,-0.132045454316137,2.32606676567073,,,5.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.32606676567073
61036dcaa3908e3f4b868fb3_39,61036dcaa3908e3f4b868fb3,The tall tree is...,like a green giraffe,2,0.173528187169342,0.0460818941979977,0.272010345456378,1.0,,4.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.272010345456378
61086006e86b66e7a6ecfa7e_40,61086006e86b66e7a6ecfa7e,The tall tree is...,higher than the empire,1,0.396005392648639,0.353073586256973,0.341254619116054,2.0,2.0,5.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.341254619116054
610d1cf3c7b4411f1643e501_41,610d1cf3c7b4411f1643e501,The tall tree is...,Tower,1,-1.56675787676645,-1.57182462129473,4.20750927733504,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.20750927733504
6114681d3dcdb4a295eec181_42,6114681d3dcdb4a295eec181,The tall tree is...,a watcher,3,0.519373896036211,0.492390695360972,0.51788075879235,3.0,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.51788075879235
611ae22733433e89298474e4_43,611ae22733433e89298474e4,The tall tree is...,the heigt of a skyscraper,1,0.0283491112934906,0.0776880960100031,2.32606676567073,3.0,4.0,3.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.32606676567073
6135088f9e2f428d1f8a26e0_44,6135088f9e2f428d1f8a26e0,The tall tree is...,a giant,1,-1.49054054701951,-1.47158112199145,0.272010345456378,1.0,2.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.272010345456378
615f035b7ba744977e14887d_45,615f035b7ba744977e14887d,The tall tree is...,is taller than the mountain,1,-0.534737686429321,-0.574160560539375,0.341254619116054,1.0,3.0,3.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.341254619116054
62897ffcb90faeb89276ae27_48,62897ffcb90faeb89276ae27,The tall tree is...,reaching heaven,2,0.846510644568772,0.875375914186143,4.20750927733504,4.0,,2.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.20750927733504
628dfaf2fdd97303f3087572_49,628dfaf2fdd97303f3087572,The tall tree is...,everest,2,-0.20511950340115,-0.250368052850975,0.51788075879235,2.0,1.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.51788075879235
62a39ad98ce3882e11e54d8f_50,62a39ad98ce3882e11e54d8f,The tall tree is...,a skyscraper,1,-0.220839628562702,-0.230010595068358,2.32606676567073,2.0,2.0,4.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.32606676567073
62bb42e2f21cfdb280cc975f_51,62bb42e2f21cfdb280cc975f,The tall tree is...,titanic,2,0.348671586899086,0.317514561248897,0.272010345456378,2.0,,3.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.272010345456378
62c8d159937c939dd4d139e3_52,62c8d159937c939dd4d139e3,The tall tree is...,like a giraffe,2,-0.168861859647016,-0.215466992304651,0.341254619116054,2.0,2.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.341254619116054
62fbbda49a3670141771d6a0_53,62fbbda49a3670141771d6a0,The tall tree is...,a giant,2,-1.2485681580475,-1.20443688545666,4.20750927733504,1.0,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.20750927733504
62fd20eea4b9216ae42bacc6_54,62fd20eea4b9216ae42bacc6,The tall tree is...,massive,2,-0.377299459928168,-0.461962684909014,0.51788075879235,2.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.51788075879235
6344febaa4f84c624010aa31_55,6344febaa4f84c624010aa31,The tall tree is...,like my friend,2,1.05326404918145,1.2081240804516,2.32606676567073,5.0,,4.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.32606676567073
634fde191ed73d0409412077_56,634fde191ed73d0409412077,The tall tree is...,like a building,2,-0.254007207987031,-0.264174692759051,0.272010345456378,2.0,1.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.272010345456378
637058f9e7a26c452d1cc49a_57,637058f9e7a26c452d1cc49a,The tall tree is...,is a silent guardian of the forest,2,2.27687339289347,2.2539079106557,0.341254619116054,5.0,,3.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.341254619116054
63756a809455a7613a718c6f_58,63756a809455a7613a718c6f,The tall tree is...,towering,3,-0.253075628369245,-0.292422687577402,4.20750927733504,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.20750927733504
637e3162e2d6b621d9a15f4b_59,637e3162e2d6b621d9a15f4b,The tall tree is...,long,2,-1.2485681580475,-1.20443688545666,0.51788075879235,1.0,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.51788075879235
63835373664722d949bab661_60,63835373664722d949bab661,The tall tree is...,building,2,-0.20511950340115,-0.250368052850975,2.32606676567073,2.0,1.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.32606676567073
63ba386fca1ef3cc33de26d2_61,63ba386fca1ef3cc33de26d2,The tall tree is...,a gaint,2,-1.1517988644344,-1.11470991883402,0.272010345456378,1.0,1.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.272010345456378
63e52f8ab3688f45f842114c_63,63e52f8ab3688f45f842114c,The tall tree is...,giant,3,-0.927328519623798,-0.932117783600118,0.341254619116054,1.0,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.341254619116054
63ed2515d3fe6335b2c11094_64,63ed2515d3fe6335b2c11094,The tall tree is...,big,2,-1.09238994379727,-1.07005735663947,4.20750927733504,1.0,2.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.20750927733504
63f77f182fbf3ac66cbb362a_65,63f77f182fbf3ac66cbb362a,The tall tree is...,big,2,-1.03114478790612,-1.02760765536462,0.51788075879235,1.0,1.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.51788075879235
64010e6753b93f44a1639224_66,64010e6753b93f44a1639224,The tall tree is...,towering,2,-0.140839449340803,-0.182044502773961,2.32606676567073,2.0,1.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.32606676567073
642b1507e65e40240df1ba0c_67,642b1507e65e40240df1ba0c,The tall tree is...,upright,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64345bf16b9a2e046128887f_68,64345bf16b9a2e046128887f,The tall tree is..., overwhelming,3,-0.530691579247934,-0.59807625135858,0.272010345456378,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.272010345456378
6460c0fa7b70e40c9a118430_70,6460c0fa7b70e40c9a118430,The tall tree is...,ancient,3,-0.0914742002244062,-0.11278252589575,0.341254619116054,,1.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.341254619116054
64691ca0268f0a4606800d33_71,64691ca0268f0a4606800d33,The tall tree is...,gigantic,2,-0.20511950340115,-0.250368052850975,4.20750927733504,2.0,1.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.20750927733504
6471e5728c26053661742775_72,6471e5728c26053661742775,The tall tree is...,the tall tree is wise,2,-0.257061415308104,-0.284288133740834,0.51788075879235,2.0,2.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.51788075879235
647237749c689b370ef50bef_73,647237749c689b370ef50bef,The tall tree is...,giant,3,-1.02623904159296,-1.00400091487638,2.32606676567073,1.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.32606676567073
647b45a907f4ee28848a7eb8_74,647b45a907f4ee28848a7eb8,The tall tree is...,a mountain,2,-0.486835673643048,-0.534741097850591,0.272010345456378,1.0,,4.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.272010345456378
64985ebefc1327a91c6c6046_75,64985ebefc1327a91c6c6046,The tall tree is...,a giraffe,1,-0.262016515750783,-0.260327287703957,0.341254619116054,2.0,4.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.341254619116054
55b42b7cfdf99b5244217cf4_76,55b42b7cfdf99b5244217cf4,The fast car is...,game,3,-1.04810652274676,-1.0173991180899,4.20750927733504,1.0,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.20750927733504
5715699a30185b0008b40009_77,5715699a30185b0008b40009,The fast car is...,a rocket,2,0.335321036992307,0.344709734890528,0.51788075879235,3.0,,2.0,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.51788075879235
5928a8295404290001dbe9bc_78,5928a8295404290001dbe9bc,The fast car is...,a raceca,3,-0.21590600201847,-0.256748100152144,2.32606676567073,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.32606676567073
5a5f94b0eedc32000142dd5f_80,5a5f94b0eedc32000142dd5f,The fast car is...,a stallion,2,0.68888407916091,0.663619286900265,0.272010345456378,3.0,,4.0,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.272010345456378
5aaeb037811b2000016f7e9f_81,5aaeb037811b2000016f7e9f,The fast car is...,lightning,2,0.664769879972468,0.624167001483286,0.341254619116054,3.0,,5.0,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.341254619116054
5b99238d30357200010c9ddc_83,5b99238d30357200010c9ddc,The fast car is...,fast ,2,-1.34383499446142,-1.33985438272033,4.20750927733504,1.0,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.20750927733504
